header:,ID,Name,Conc,Unit,A260/A280,A260/A230,A260,A230,A280,Type,Coef,Measure,FileName
record:,5,S,0,mg/mL,4.17982,0.725103,-0.0856521,-0.118124,-0.0204918,A280,10,Protein,20171107094624.csv
record:,8,S,0,mg/mL,-0.08669,-0.124605,0.00186295,-0.0149508,-0.0214898,A280,10,Protein,20171107094441.csv
record:,6,S,0.010456,mg/mL,2.65556,1.5132,0.0277665,0.0183495,0.010456,A280,10,Protein,20171107094058.csv
record:,1,S,0.0316061,mg/mL,0.148228,0.157256,0.0046849,0.0297916,0.0316061,A280,10,Protein,20171103104321.csv
record:,1,S,0,mg/mL,0.570577,-0.434433,-0.0239024,0.0550198,-0.0418916,A280,10,Protein,20171101145731.csv
record:,1,S,0,mg/mL,0.224071,0.0636718,-0.0115945,-0.182098,-0.0517447,A280,10,Protein,20171101145706.csv
record:,1,S,0,mg/mL,-0.907328,-0.35567,0.0245317,-0.0689733,-0.0270373,A280,10,Protein,20171030133623.csv
