header:,ID,Name,Measure,Type,Wave,Unit,Fit-Func,Fit-Order,Fit-R^2,Fit-Coef,FileName
record:,1,S,Kit Method,BCA,562,mg/mL,y=nanx^1+nan,1,nan,nan;nan,171206105252.csv
data:,0.0127998,3,1
data:,-0.191832,4,10.403435
nan
1
