header:,ID,Name,Coef1,Watch1,Value1,Coef2,Watch2,Value2,Coef3,Watch3,Value3,Coef4,Watch4,Value4,Coef5,Watch5,Value5,Measure,FileName
record:,3,KAIAO,1,200,-0.121153,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,UV-VIS,20171211092006.csv
data:,189,-0.0780755
data:,190,-0.106624
data:,191,-0.179763
data:,192,-0.231923
data:,193,-0.183072
data:,194,-0.193773
data:,195,-0.205143
data:,196,-0.205143
data:,197,-0.205143
data:,198,-0.175242
data:,199,-0.182644
data:,200,-0.121153
data:,201,-0.107838
data:,202,-0.012064
data:,203,-0.0201519
data:,204,-0.0429671
data:,205,-0.0322654
data:,206,-0.0208959
data:,207,-0.0208959
data:,208,-0.028586
data:,209,-0.028586
data:,210,-0.0288744
data:,211,-0.0523012
data:,212,-0.037068
data:,213,-0.0409318
data:,214,0.0297818
data:,215,0.0828631
data:,216,0.0972628
data:,217,0.114116
data:,218,0.121518
data:,219,0.129208
data:,220,0.188802
data:,221,0.196492
data:,222,0.170946
data:,223,0.165164
data:,224,0.104057
data:,225,0.097175
data:,226,0.029758
data:,227,0.0224925
data:,228,0.0656461
data:,229,0.0188571
data:,230,-9.43223e-05
data:,231,-0.099452
data:,232,-0.0853235
data:,233,-0.00208284
data:,234,-0.0142934
data:,235,-0.0463668
data:,236,-0.115341
data:,237,-0.0711758
data:,238,0.0111377
data:,239,-0.0805602
data:,240,-0.0526526
data:,241,0.0184678
data:,242,0.0915174
data:,243,0.119746
data:,244,0.0980714
data:,245,0.116064
data:,246,0.245149
data:,247,0.429608
data:,248,0.422955
data:,249,0.382051
data:,250,0.517741
data:,251,0.579307
data:,252,0.35374
data:,253,0.332193
data:,254,0.299298
data:,255,0.332593
data:,256,0.470679
data:,257,0.555926
data:,258,0.43855
data:,259,0.53622
data:,260,0.540947
data:,261,0.436948
data:,262,0.429452
data:,263,0.539411
data:,264,0.513005
data:,265,0.389665
data:,266,0.276119
data:,267,0.178701
data:,268,0.0870603
data:,269,0.149465
data:,270,0.145204
data:,271,0.166406
data:,272,0.116162
data:,273,0.0440506
data:,274,0.0819621
data:,275,0.0770776
data:,276,0.208215
data:,277,0.211905
data:,278,0.232986
data:,279,0.192918
data:,280,0.239712
data:,281,0.115274
data:,282,0.0692042
data:,283,0.149099
data:,284,0.17862
data:,285,0.229686
data:,286,0.432997
data:,287,0.472914
data:,288,0.481107
data:,289,0.419359
data:,290,0.396836
data:,291,0.294828
data:,292,0.241207
data:,293,0.278714
data:,294,0.3221
data:,295,0.265517
data:,296,0.276989
data:,297,0.150483
data:,298,0.0655984
data:,299,0.125225
data:,300,0.0614609
data:,301,0.0837617
data:,302,0.129791
data:,303,0.189377
data:,304,0.098349
data:,305,0.0635462
data:,306,0.225286
data:,307,0.27495
data:,308,0.180183
data:,309,0.26158
data:,310,0.189062
data:,311,0.321953
data:,312,0.146309
data:,313,0.184285
data:,314,0.204371
data:,315,0.282104
data:,316,0.335882
data:,317,0.283046
data:,318,0.15452
data:,319,0.155212
data:,320,0.228192
data:,321,0.210939
data:,322,0.0924198
